,Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status,Race/Ethnicity_index,Sex_index,Department_index,Regular/Temporary_index,Employee Status_index
11391,Asian,F,Seattle Dept of Transportation,28,18,R,A,1.0,1.0,4.0,0.0,0.0
11392,Asian,F,Neighborhoods,49,44,R,A,1.0,1.0,18.0,0.0,0.0
11393,Asian,M,Finance & Admin Services,53,42,R,A,1.0,0.0,10.0,0.0,0.0
11394,Asian,F,Seattle City Light,35,59,R,A,1.0,1.0,1.0,0.0,0.0
11395,Asian,F,Information Technology,27,23,T,A,1.0,1.0,8.0,1.0,0.0
11396,Asian,F,Parks & Recreation,47,71,T,A,1.0,1.0,0.0,1.0,0.0
11397,Asian,M,Parks & Recreation,21,19,T,A,1.0,0.0,0.0,1.0,0.0
11398,Asian,M,Finance & Admin Services,39,34,R,A,1.0,0.0,10.0,0.0,0.0
11399,Asian,M,Information Technology,47,69,R,A,1.0,0.0,8.0,0.0,0.0
11400,Asian,M,Police Department,26,41,R,A,1.0,0.0,2.0,0.0,0.0
11401,Asian,M,Parks & Recreation,22,19,T,A,1.0,0.0,0.0,1.0,0.0
11402,Asian,F,Seattle Public Utilities,35,47,R,A,1.0,1.0,3.0,0.0,0.0
11403,Asian,F,Office of Employee OMBUD,41,85,R,A,1.0,1.0,37.0,0.0,0.0
11404,Asian,M,Seattle City Light,21,24,T,A,1.0,0.0,1.0,1.0,0.0
11405,Asian,F,Seattle City Light,52,29,R,A,1.0,1.0,1.0,0.0,0.0
11406,Asian,F,City Budget Office,47,55,R,A,1.0,1.0,23.0,0.0,0.0
11407,Asian,M,Seattle City Light,53,72,R,A,1.0,0.0,1.0,0.0,0.0
11408,Asian,F,Seattle Public Library,33,27,R,A,1.0,1.0,6.0,0.0,0.0
11409,Asian,M,Finance & Admin Services,42,64,R,A,1.0,0.0,10.0,0.0,0.0
11410,Asian,M,Information Technology,29,63,R,A,1.0,0.0,8.0,0.0,0.0
11411,Asian,M,Parks & Recreation,38,38,R,A,1.0,0.0,0.0,0.0,0.0
11412,Asian,F,Human Services Department,18,17,T,A,1.0,1.0,7.0,1.0,0.0
11413,Asian,M,Human Services Department,19,17,T,A,1.0,0.0,7.0,1.0,0.0
11414,Asian,F,Information Technology,58,68,R,A,1.0,1.0,8.0,0.0,0.0
11415,Asian,F,Seattle City Light,55,54,R,A,1.0,1.0,1.0,0.0,0.0
11416,Asian,F,Parks & Recreation,35,23,T,A,1.0,1.0,0.0,1.0,0.0
11417,Asian,F,Police Department,29,49,R,A,1.0,1.0,2.0,0.0,0.0
11418,Asian,F,Seattle City Light,25,23,T,A,1.0,1.0,1.0,1.0,0.0
11419,Asian,M,Police Department,57,55,R,A,1.0,0.0,2.0,0.0,0.0
11420,Asian,M,Seattle Public Library,62,28,R,A,1.0,0.0,6.0,0.0,0.0
11421,Asian,M,Information Technology,42,61,R,A,1.0,0.0,8.0,0.0,0.0
11422,Asian,F,Legislative Department,30,51,R,A,1.0,1.0,17.0,0.0,0.0
11423,Asian,M,Fire Department,27,36,R,A,1.0,0.0,5.0,0.0,0.0
11424,Asian,F,Parks & Recreation,59,19,T,A,1.0,1.0,0.0,1.0,0.0
11425,Asian,M,Parks & Recreation,39,30,R,A,1.0,0.0,0.0,0.0,0.0
11426,Asian,F,Information Technology,49,61,R,A,1.0,1.0,8.0,0.0,0.0
11427,Asian,M,Seattle Dept of Transportation,27,41,R,A,1.0,0.0,4.0,0.0,0.0
11428,Asian,M,Police Department,44,61,R,A,1.0,0.0,2.0,0.0,0.0
11429,Asian,F,Seattle City Light,44,54,R,A,1.0,1.0,1.0,0.0,0.0
11430,Asian,M,Construction & Inspections,34,58,R,A,1.0,0.0,11.0,0.0,0.0
11431,Asian,F,Seattle City Light,34,78,R,A,1.0,1.0,1.0,0.0,0.0
11432,Asian,M,Seattle City Light,61,75,R,A,1.0,0.0,1.0,0.0,0.0
11433,Asian,M,Seattle Public Utilities,60,55,R,A,1.0,0.0,3.0,0.0,0.0
11434,Asian,M,Parks & Recreation,23,19,T,A,1.0,0.0,0.0,1.0,0.0
11435,Asian,M,Seattle Dept of Transportation,38,53,R,L,1.0,0.0,4.0,0.0,1.0
11436,Asian,M,Municipal Court,48,57,T,A,1.0,0.0,12.0,1.0,0.0
11437,Asian,M,Municipal Court,37,52,R,A,1.0,0.0,12.0,0.0,0.0
11438,Asian,F,Seattle Public Library,37,26,R,L,1.0,1.0,6.0,0.0,1.0
11439,Asian,F,Seattle Public Utilities,56,41,R,A,1.0,1.0,3.0,0.0,0.0
11440,Asian,F,Seattle Public Library,58,46,R,A,1.0,1.0,6.0,0.0,0.0
11441,Asian,M,Seattle Public Utilities,64,63,R,A,1.0,0.0,3.0,0.0,0.0
11442,Asian,F,Seattle Center,35,31,R,A,1.0,1.0,9.0,0.0,0.0
11443,Asian,F,Information Technology,40,77,R,A,1.0,1.0,8.0,0.0,0.0
11444,Asian,M,Finance & Admin Services,56,65,R,A,1.0,0.0,10.0,0.0,0.0
11445,Asian,F,Seattle Public Utilities,37,41,R,A,1.0,1.0,3.0,0.0,0.0
11446,Asian,M,Seattle Public Utilities,54,49,R,A,1.0,0.0,3.0,0.0,0.0
11447,Asian,F,Parks & Recreation,49,25,T,A,1.0,1.0,0.0,1.0,0.0
11448,Asian,M,Information Technology,52,61,R,A,1.0,0.0,8.0,0.0,0.0
11449,Asian,M,Construction & Inspections,59,55,R,A,1.0,0.0,11.0,0.0,0.0
11450,Asian,M,Seattle Dept of Transportation,21,24,T,A,1.0,0.0,4.0,1.0,0.0
11451,Asian,F,Finance & Admin Services,51,78,R,A,1.0,1.0,10.0,0.0,0.0
11452,Asian,F,Information Technology,55,55,R,A,1.0,1.0,8.0,0.0,0.0
11453,Asian,F,Office for Civil Rights,39,48,R,A,1.0,1.0,25.0,0.0,0.0
11454,Asian,F,Human Services Department,22,17,T,A,1.0,1.0,7.0,1.0,0.0
11455,Asian,M,Information Technology,47,70,R,A,1.0,0.0,8.0,0.0,0.0
11456,Asian,F,Human Services Department,51,43,T,A,1.0,1.0,7.0,1.0,0.0
11457,Asian,M,Construction & Inspections,52,66,R,A,1.0,0.0,11.0,0.0,0.0
11458,Asian,F,Municipal Court,57,31,R,A,1.0,1.0,12.0,0.0,0.0
11459,Asian,F,Finance & Admin Services,56,43,R,A,1.0,1.0,10.0,0.0,0.0
11460,Asian,M,Fire Department,55,51,R,A,1.0,0.0,5.0,0.0,0.0
11461,Asian,M,Seattle City Light,61,70,R,A,1.0,0.0,1.0,0.0,0.0
11462,Asian,F,Construction & Inspections,56,59,R,A,1.0,1.0,11.0,0.0,0.0
11463,Asian,F,Seattle Public Utilities,41,56,R,A,1.0,1.0,3.0,0.0,0.0
11464,Asian,F,Human Services Department,35,44,R,A,1.0,1.0,7.0,0.0,0.0
11465,Asian,F,Seattle Public Utilities,52,33,R,A,1.0,1.0,3.0,0.0,0.0
11466,Asian,F,Seattle Dept of Transportation,31,23,T,A,1.0,1.0,4.0,1.0,0.0
11467,Asian,F,Parks & Recreation,24,18,T,A,1.0,1.0,0.0,1.0,0.0
11468,Asian,F,Municipal Court,58,31,R,A,1.0,1.0,12.0,0.0,0.0
11469,Asian,F,Police Department,31,47,R,A,1.0,1.0,2.0,0.0,0.0
11470,Asian,F,Information Technology,71,74,R,A,1.0,1.0,8.0,0.0,0.0
11471,Asian,M,Human Services Department,23,17,T,A,1.0,0.0,7.0,1.0,0.0
11472,Asian,M,Seattle City Light,53,34,R,A,1.0,0.0,1.0,0.0,0.0
11473,Asian,F,Education & Early Learning,69,46,R,A,1.0,1.0,15.0,0.0,0.0
11474,Asian,M,Finance & Admin Services,69,63,R,A,1.0,0.0,10.0,0.0,0.0
11475,Asian,F,Parks & Recreation,61,18,T,A,1.0,1.0,0.0,1.0,0.0
11476,Asian,M,Seattle Center,56,36,T,A,1.0,0.0,9.0,1.0,0.0
11477,Asian,M,Legislative Department,31,43,R,A,1.0,0.0,17.0,0.0,0.0
11478,Asian,M,Parks & Recreation,33,36,R,A,1.0,0.0,0.0,0.0,0.0
11479,Asian,F,Seattle Public Library,54,87,R,A,1.0,1.0,6.0,0.0,0.0
11480,Asian,F,Seattle Dept of Transportation,30,49,R,A,1.0,1.0,4.0,0.0,0.0
11481,Asian,F,Finance & Admin Services,45,84,R,A,1.0,1.0,10.0,0.0,0.0
11482,Asian,M,Seattle Public Utilities,48,47,R,A,1.0,0.0,3.0,0.0,0.0
11483,Asian,F,Seattle Public Utilities,39,63,R,A,1.0,1.0,3.0,0.0,0.0
11484,Asian,M,Finance & Admin Services,44,100,R,A,1.0,0.0,10.0,0.0,0.0
11485,Asian,M,Parks & Recreation,20,19,T,A,1.0,0.0,0.0,1.0,0.0
11486,Asian,M,Human Services Department,16,17,T,A,1.0,0.0,7.0,1.0,0.0
11487,Asian,F,Office of Economic Development,34,39,T,A,1.0,1.0,20.0,1.0,0.0
11488,Asian,F,Seattle City Light,43,55,R,A,1.0,1.0,1.0,0.0,0.0
11489,Asian,M,Construction & Inspections,58,50,R,A,1.0,0.0,11.0,0.0,0.0
11490,Asian,M,Information Technology,47,72,R,A,1.0,0.0,8.0,0.0,0.0
11491,Asian,F,Seattle Public Utilities,43,32,R,A,1.0,1.0,3.0,0.0,0.0
11492,Asian,M,Seattle City Light,27,41,R,A,1.0,0.0,1.0,0.0,0.0
11493,Asian,F,Police Department,62,31,R,A,1.0,1.0,2.0,0.0,0.0
11494,Asian,F,Parks & Recreation,26,18,T,A,1.0,1.0,0.0,1.0,0.0
11495,Asian,M,Seattle Dept of Transportation,22,24,T,A,1.0,0.0,4.0,1.0,0.0
11496,Asian,F,Seattle City Light,52,61,R,A,1.0,1.0,1.0,0.0,0.0
11497,Asian,M,Police Department,35,63,R,A,1.0,0.0,2.0,0.0,0.0
11498,Asian,F,Parks & Recreation,21,19,T,A,1.0,1.0,0.0,1.0,0.0
11499,Asian,M,Finance & Admin Services,59,24,R,A,1.0,0.0,10.0,0.0,0.0
11500,Asian,F,Employees' Retirement System,58,55,R,A,1.0,1.0,27.0,0.0,0.0
11501,Asian,M,Seattle Dept of Transportation,21,19,T,A,1.0,0.0,4.0,1.0,0.0
11502,Asian,F,City Budget Office,35,55,T,A,1.0,1.0,23.0,1.0,0.0
11503,Asian,F,Parks & Recreation,30,20,T,A,1.0,1.0,0.0,1.0,0.0
11504,Asian,F,Police Department,43,57,R,A,1.0,1.0,2.0,0.0,0.0
11505,Asian,F,Seattle Public Utilities,47,29,R,A,1.0,1.0,3.0,0.0,0.0
11506,Asian,M,Seattle Center,62,44,R,A,1.0,0.0,9.0,0.0,0.0
11507,Asian,F,Parks & Recreation,53,41,R,A,1.0,1.0,0.0,0.0,0.0
11508,Asian,F,Seattle Public Utilities,48,29,T,A,1.0,1.0,3.0,1.0,0.0
11509,Asian,F,Human Services Department,49,44,R,A,1.0,1.0,7.0,0.0,0.0
11510,Asian,M,Parks & Recreation,65,35,R,A,1.0,0.0,0.0,0.0,0.0
11511,Asian,F,Education & Early Learning,34,43,R,A,1.0,1.0,15.0,0.0,0.0
11512,Asian,F,Fire Department,63,31,R,A,1.0,1.0,5.0,0.0,0.0
11513,Asian,F,Education & Early Learning,34,55,R,A,1.0,1.0,15.0,0.0,0.0
11514,Asian,F,Seattle Center,60,31,R,A,1.0,1.0,9.0,0.0,0.0
11515,Asian,F,Municipal Court,63,53,R,A,1.0,1.0,12.0,0.0,0.0
11516,Asian,F,Seattle Public Library,42,31,R,A,1.0,1.0,6.0,0.0,0.0
11517,Asian,M,Seattle Public Utilities,45,37,R,A,1.0,0.0,3.0,0.0,0.0
11518,Asian,F,Human Services Department,21,17,T,A,1.0,1.0,7.0,1.0,0.0
11519,Asian,M,Finance & Admin Services,56,49,R,A,1.0,0.0,10.0,0.0,0.0
11520,Asian,M,Seattle Public Utilities,42,46,R,A,1.0,0.0,3.0,0.0,0.0
11521,Asian,M,Information Technology,54,61,R,A,1.0,0.0,8.0,0.0,0.0
11522,Asian,M,Seattle Public Utilities,40,43,R,A,1.0,0.0,3.0,0.0,0.0
11523,Asian,M,Fire Department,43,61,R,A,1.0,0.0,5.0,0.0,0.0
11524,Asian,F,Mayor's Office,26,43,R,A,1.0,1.0,24.0,0.0,0.0
11525,Asian,M,Seattle Public Library,63,29,R,A,1.0,0.0,6.0,0.0,0.0
11526,Asian,M,Seattle Dept of Transportation,29,41,T,A,1.0,0.0,4.0,1.0,0.0
11527,Asian,F,Human Services Department,59,63,R,A,1.0,1.0,7.0,0.0,0.0
11528,Asian,F,Seattle City Light,60,24,R,A,1.0,1.0,1.0,0.0,0.0
11529,Asian,F,Seattle City Light,57,46,R,A,1.0,1.0,1.0,0.0,0.0
11530,Asian,F,Planning & Comm Development,27,23,T,A,1.0,1.0,21.0,1.0,0.0
11531,Asian,F,Human Services Department,49,28,R,A,1.0,1.0,7.0,0.0,0.0
11532,Asian,F,Seattle Dept of Transportation,37,29,R,A,1.0,1.0,4.0,0.0,0.0
11533,Asian,F,Finance & Admin Services,67,65,R,A,1.0,1.0,10.0,0.0,0.0
11534,Asian,M,Seattle City Light,39,71,R,A,1.0,0.0,1.0,0.0,0.0
11535,Asian,M,Seattle Public Library,64,35,R,A,1.0,0.0,6.0,0.0,0.0
11536,Asian,M,Police Department,50,58,R,A,1.0,0.0,2.0,0.0,0.0
11537,Asian,F,Finance & Admin Services,64,45,R,A,1.0,1.0,10.0,0.0,0.0
11538,Asian,F,Seattle Public Library,49,28,R,A,1.0,1.0,6.0,0.0,0.0
11539,Asian,F,Education & Early Learning,46,55,R,A,1.0,1.0,15.0,0.0,0.0
11540,Asian,M,Seattle City Light,32,40,R,A,1.0,0.0,1.0,0.0,0.0
11541,Asian,M,Finance & Admin Services,52,73,R,A,1.0,0.0,10.0,0.0,0.0
11542,Asian,M,Fire Department,55,55,R,A,1.0,0.0,5.0,0.0,0.0
11543,Asian,F,Seattle City Light,20,19,T,A,1.0,1.0,1.0,1.0,0.0
11544,Asian,M,Parks & Recreation,65,29,R,A,1.0,0.0,0.0,0.0,0.0
11545,Asian,M,Seattle Public Utilities,37,57,R,A,1.0,0.0,3.0,0.0,0.0
11546,Asian,M,Finance & Admin Services,37,29,R,A,1.0,0.0,10.0,0.0,0.0
11547,Asian,F,Education & Early Learning,44,47,R,A,1.0,1.0,15.0,0.0,0.0
11548,Asian,F,Human Services Department,44,39,R,A,1.0,1.0,7.0,0.0,0.0
11549,Asian,F,Seattle Dept of Transportation,47,35,R,A,1.0,1.0,4.0,0.0,0.0
11550,Asian,F,Seattle Dept of Transportation,46,51,R,A,1.0,1.0,4.0,0.0,0.0
11551,Asian,M,Information Technology,38,65,R,A,1.0,0.0,8.0,0.0,0.0
11552,Asian,F,Police Department,49,31,R,A,1.0,1.0,2.0,0.0,0.0
11553,Asian,F,Parks & Recreation,21,19,T,A,1.0,1.0,0.0,1.0,0.0
11554,Asian,F,Construction & Inspections,30,31,R,A,1.0,1.0,11.0,0.0,0.0
11555,Asian,M,Seattle City Light,51,71,R,A,1.0,0.0,1.0,0.0,0.0
11556,Asian,F,Human Services Department,22,17,T,A,1.0,1.0,7.0,1.0,0.0
11557,Asian,M,Municipal Court,56,57,T,A,1.0,0.0,12.0,1.0,0.0
11558,Asian,M,Police Department,49,69,R,A,1.0,0.0,2.0,0.0,0.0
11559,Asian,F,Human Services Department,57,38,R,A,1.0,1.0,7.0,0.0,0.0
11560,Asian,F,Seattle Public Library,55,31,R,A,1.0,1.0,6.0,0.0,0.0
11561,Asian,F,Seattle Public Library,38,28,R,A,1.0,1.0,6.0,0.0,0.0
11562,Asian,F,Seattle City Light,64,53,R,A,1.0,1.0,1.0,0.0,0.0
11563,Asian,F,Parks & Recreation,24,24,R,A,1.0,1.0,0.0,0.0,0.0
11564,Asian,F,Seattle Public Library,28,28,R,A,1.0,1.0,6.0,0.0,0.0
11565,Asian,M,Seattle Dept of Transportation,45,30,R,A,1.0,0.0,4.0,0.0,0.0
11566,Asian,M,Seattle City Light,30,50,R,A,1.0,0.0,1.0,0.0,0.0
11567,Asian,M,Parks & Recreation,24,19,T,A,1.0,0.0,0.0,1.0,0.0
11568,Asian,M,Seattle Public Utilities,37,31,R,A,1.0,0.0,3.0,0.0,0.0
11569,Asian,F,Parks & Recreation,52,44,R,A,1.0,1.0,0.0,0.0,0.0
11570,Asian,F,Seattle Public Utilities,50,61,R,A,1.0,1.0,3.0,0.0,0.0
11571,Asian,F,Law Department,50,80,R,A,1.0,1.0,13.0,0.0,0.0
11572,Asian,F,Seattle Public Library,52,28,R,A,1.0,1.0,6.0,0.0,0.0
11573,Asian,M,Parks & Recreation,59,18,R,A,1.0,0.0,0.0,0.0,0.0
11574,Asian,F,Law Department,31,39,R,A,1.0,1.0,13.0,0.0,0.0
11575,Asian,F,Parks & Recreation,25,18,T,A,1.0,1.0,0.0,1.0,0.0
11576,Asian,M,Information Technology,48,73,R,A,1.0,0.0,8.0,0.0,0.0
11577,Asian,F,Information Technology,52,78,R,A,1.0,1.0,8.0,0.0,0.0
11578,Asian,F,Human Services Department,51,55,R,A,1.0,1.0,7.0,0.0,0.0
11579,Asian,M,Information Technology,53,61,R,A,1.0,0.0,8.0,0.0,0.0
11580,Asian,F,Parks & Recreation,24,18,T,A,1.0,1.0,0.0,1.0,0.0
11581,Asian,F,Seattle Dept of Human Resource,40,56,R,A,1.0,1.0,16.0,0.0,0.0
11582,Asian,M,Fire Department,48,49,R,A,1.0,0.0,5.0,0.0,0.0
11583,Asian,F,Information Technology,41,59,R,A,1.0,1.0,8.0,0.0,0.0
11584,Asian,F,Human Services Department,21,17,T,A,1.0,1.0,7.0,1.0,0.0
11585,Asian,M,Human Services Department,20,17,T,A,1.0,0.0,7.0,1.0,0.0
11586,Asian,F,Seattle Center,63,47,R,A,1.0,1.0,9.0,0.0,0.0
11587,Asian,M,Police Department,35,44,R,A,1.0,0.0,2.0,0.0,0.0
11588,Asian,M,Seattle Center,44,25,T,A,1.0,0.0,9.0,1.0,0.0
11589,Asian,F,Law Department,56,39,R,A,1.0,1.0,13.0,0.0,0.0
11590,Asian,M,Seattle Dept of Human Resource,37,18,R,A,1.0,0.0,16.0,0.0,0.0
11591,Asian,F,Seattle Public Utilities,64,38,R,A,1.0,1.0,3.0,0.0,0.0
11592,Asian,M,Seattle City Light,63,35,R,A,1.0,0.0,1.0,0.0,0.0
11593,Asian,M,Police Department,55,68,R,A,1.0,0.0,2.0,0.0,0.0
11594,Asian,F,Seattle Public Library,31,46,R,A,1.0,1.0,6.0,0.0,0.0
11595,Asian,M,Seattle City Light,47,31,R,A,1.0,0.0,1.0,0.0,0.0
11596,Asian,M,Seattle Dept of Transportation,57,54,R,A,1.0,0.0,4.0,0.0,0.0
11597,Asian,M,Construction & Inspections,46,46,R,A,1.0,0.0,11.0,0.0,0.0
11598,Asian,M,Seattle City Light,43,34,R,A,1.0,0.0,1.0,0.0,0.0
11599,Asian,M,Seattle Public Utilities,49,39,R,A,1.0,0.0,3.0,0.0,0.0
11600,Asian,M,Human Services Department,24,17,T,A,1.0,0.0,7.0,1.0,0.0
11601,Asian,M,Seattle City Light,55,41,R,A,1.0,0.0,1.0,0.0,0.0
11602,Asian,M,Police Department,61,60,R,P,1.0,0.0,2.0,0.0,2.0
11603,Asian,F,Arts & Culture,56,57,R,A,1.0,1.0,22.0,0.0,0.0
11604,Asian,M,Seattle Public Utilities,56,43,R,A,1.0,0.0,3.0,0.0,0.0
11605,Asian,M,Construction & Inspections,58,66,R,A,1.0,0.0,11.0,0.0,0.0
11606,Asian,F,Seattle City Light,49,104,R,A,1.0,1.0,1.0,0.0,0.0
11607,Asian,M,Seattle City Light,67,63,R,A,1.0,0.0,1.0,0.0,0.0
11608,Asian,F,Parks & Recreation,40,26,R,A,1.0,1.0,0.0,0.0,0.0
11609,Asian,F,Seattle Dept of Transportation,28,36,R,A,1.0,1.0,4.0,0.0,0.0
11610,Asian,M,Information Technology,59,68,R,A,1.0,0.0,8.0,0.0,0.0
11611,Asian,F,Seattle Dept of Transportation,51,28,T,A,1.0,1.0,4.0,1.0,0.0
11612,Asian,M,Finance & Admin Services,33,39,R,A,1.0,0.0,10.0,0.0,0.0
11613,Asian,F,Seattle Public Library,41,28,R,A,1.0,1.0,6.0,0.0,0.0
11614,Asian,F,Seattle Public Library,43,45,R,A,1.0,1.0,6.0,0.0,0.0
11615,Asian,M,Seattle Public Utilities,47,38,R,A,1.0,0.0,3.0,0.0,0.0
11616,Asian,F,Finance & Admin Services,58,41,R,A,1.0,1.0,10.0,0.0,0.0
11617,Asian,F,Finance & Admin Services,58,65,R,A,1.0,1.0,10.0,0.0,0.0
11618,Asian,F,Seattle Dept of Transportation,59,36,R,A,1.0,1.0,4.0,0.0,0.0
11619,Asian,F,Information Technology,59,53,R,P,1.0,1.0,8.0,0.0,2.0
11620,Asian,M,Human Services Department,57,53,R,A,1.0,0.0,7.0,0.0,0.0
11621,Asian,M,Seattle City Light,66,77,R,A,1.0,0.0,1.0,0.0,0.0
11622,Asian,M,Seattle City Light,48,61,R,A,1.0,0.0,1.0,0.0,0.0
11623,Asian,M,Seattle City Light,44,39,R,A,1.0,0.0,1.0,0.0,0.0
11624,Asian,M,Seattle Public Utilities,40,43,R,A,1.0,0.0,3.0,0.0,0.0
11625,Asian,M,Seattle City Light,68,55,R,A,1.0,0.0,1.0,0.0,0.0
11626,Asian,F,Information Technology,40,65,R,A,1.0,1.0,8.0,0.0,0.0
11627,Asian,M,Police Department,69,62,R,A,1.0,0.0,2.0,0.0,0.0
11628,Asian,F,Seattle Dept of Transportation,67,46,R,A,1.0,1.0,4.0,0.0,0.0
11629,Asian,F,Seattle City Light,64,55,R,A,1.0,1.0,1.0,0.0,0.0
11630,Asian,M,Intergovernment Relations,52,43,R,A,1.0,0.0,35.0,0.0,0.0
11631,Asian,F,Seattle Dept of Transportation,37,67,R,A,1.0,1.0,4.0,0.0,0.0
11632,Asian,M,Parks & Recreation,27,26,R,A,1.0,0.0,0.0,0.0,0.0
11633,Asian,M,Human Services Department,47,39,R,A,1.0,0.0,7.0,0.0,0.0
11634,Asian,F,Human Services Department,30,44,R,A,1.0,1.0,7.0,0.0,0.0
11635,Asian,M,Seattle Dept of Transportation,37,53,R,A,1.0,0.0,4.0,0.0,0.0
11636,Asian,F,Seattle Dept of Human Resource,33,55,R,A,1.0,1.0,16.0,0.0,0.0
11637,Asian,F,Law Department,49,31,R,A,1.0,1.0,13.0,0.0,0.0
11638,Asian,M,Parks & Recreation,23,19,T,A,1.0,0.0,0.0,1.0,0.0
11639,Asian,F,Seattle City Light,48,35,R,A,1.0,1.0,1.0,0.0,0.0
11640,Asian,M,Finance & Admin Services,56,24,R,A,1.0,0.0,10.0,0.0,0.0
11641,Asian,F,Police Department,29,30,R,A,1.0,1.0,2.0,0.0,0.0
11642,Asian,M,Seattle Public Utilities,34,32,T,A,1.0,0.0,3.0,1.0,0.0
11643,Asian,M,Parks & Recreation,18,19,T,A,1.0,0.0,0.0,1.0,0.0
11644,Asian,M,Police Department,24,42,R,A,1.0,0.0,2.0,0.0,0.0
11645,Asian,M,Parks & Recreation,17,19,T,A,1.0,0.0,0.0,1.0,0.0
11646,Asian,F,Office of Labor Standards,45,44,R,A,1.0,1.0,28.0,0.0,0.0
11647,Asian,F,Construction & Inspections,55,72,R,A,1.0,1.0,11.0,0.0,0.0
11648,Asian,F,Seattle Dept of Transportation,33,57,R,A,1.0,1.0,4.0,0.0,0.0
11649,Asian,M,Seattle City Light,47,31,R,A,1.0,0.0,1.0,0.0,0.0
11650,Asian,F,Human Services Department,17,17,T,A,1.0,1.0,7.0,1.0,0.0
11651,Asian,M,Fire Department,37,34,R,A,1.0,0.0,5.0,0.0,0.0
11652,Asian,M,Seattle City Light,58,53,R,A,1.0,0.0,1.0,0.0,0.0
11653,Asian,M,Seattle Public Utilities,53,41,R,A,1.0,0.0,3.0,0.0,0.0
11654,Asian,F,Construction & Inspections,46,48,R,A,1.0,1.0,11.0,0.0,0.0
11655,Asian,M,Information Technology,56,70,R,A,1.0,0.0,8.0,0.0,0.0
11656,Asian,M,Seattle Public Utilities,46,51,R,A,1.0,0.0,3.0,0.0,0.0
11657,Asian,M,Seattle City Light,60,71,R,A,1.0,0.0,1.0,0.0,0.0
11658,Asian,F,Seattle City Light,65,80,R,A,1.0,1.0,1.0,0.0,0.0
11659,Asian,F,Human Services Department,17,17,T,A,1.0,1.0,7.0,1.0,0.0
11660,Asian,M,Police Department,56,59,R,A,1.0,0.0,2.0,0.0,0.0
11661,Asian,F,Seattle Public Library,42,27,R,A,1.0,1.0,6.0,0.0,0.0
11662,Asian,F,Information Technology,41,70,R,A,1.0,1.0,8.0,0.0,0.0
11663,Asian,M,Parks & Recreation,19,19,T,A,1.0,0.0,0.0,1.0,0.0
11664,Asian,F,Law Department,36,41,R,A,1.0,1.0,13.0,0.0,0.0
11665,Asian,M,Seattle Dept of Transportation,51,31,R,A,1.0,0.0,4.0,0.0,0.0
11666,Asian,F,Police Department,49,46,R,A,1.0,1.0,2.0,0.0,0.0
11667,Asian,F,Seattle City Light,56,47,R,A,1.0,1.0,1.0,0.0,0.0
11668,Asian,F,Finance & Admin Services,45,57,R,A,1.0,1.0,10.0,0.0,0.0
11669,Asian,F,Parks & Recreation,24,22,R,A,1.0,1.0,0.0,0.0,0.0
11670,Asian,F,Seattle Dept of Transportation,30,41,R,A,1.0,1.0,4.0,0.0,0.0
11671,Asian,M,Parks & Recreation,23,19,T,A,1.0,0.0,0.0,1.0,0.0
11672,Asian,F,Seattle Public Utilities,35,38,R,A,1.0,1.0,3.0,0.0,0.0
11673,Asian,M,Seattle Public Library,30,36,R,A,1.0,0.0,6.0,0.0,0.0
11674,Asian,F,Finance & Admin Services,43,31,R,A,1.0,1.0,10.0,0.0,0.0
11675,Asian,M,Seattle Dept of Transportation,40,58,R,A,1.0,0.0,4.0,0.0,0.0
11676,Asian,M,Police Department,60,62,R,A,1.0,0.0,2.0,0.0,0.0
11677,Asian,M,Information Technology,66,53,R,A,1.0,0.0,8.0,0.0,0.0
11678,Asian,M,Parks & Recreation,18,19,T,A,1.0,0.0,0.0,1.0,0.0
11679,Asian,M,Seattle City Light,33,71,R,A,1.0,0.0,1.0,0.0,0.0
11680,Asian,F,Seattle Public Utilities,33,43,R,A,1.0,1.0,3.0,0.0,0.0
11681,Asian,F,Seattle City Light,48,73,R,A,1.0,1.0,1.0,0.0,0.0
11682,Asian,F,Information Technology,57,63,R,A,1.0,1.0,8.0,0.0,0.0
11683,Asian,F,Parks & Recreation,57,33,R,A,1.0,1.0,0.0,0.0,0.0
11684,Asian,M,Seattle City Light,45,71,R,A,1.0,0.0,1.0,0.0,0.0
11685,Asian,F,Arts & Culture,51,42,R,A,1.0,1.0,22.0,0.0,0.0
11686,Asian,M,Information Technology,46,61,R,A,1.0,0.0,8.0,0.0,0.0
11687,Asian,M,Parks & Recreation,75,27,R,A,1.0,0.0,0.0,0.0,0.0
11688,Asian,M,Seattle Dept of Transportation,57,32,R,A,1.0,0.0,4.0,0.0,0.0
11689,Asian,F,Finance & Admin Services,38,53,R,A,1.0,1.0,10.0,0.0,0.0
11690,Asian,F,Human Services Department,58,48,R,A,1.0,1.0,7.0,0.0,0.0
11691,Asian,M,Seattle City Light,37,73,R,A,1.0,0.0,1.0,0.0,0.0
11692,Asian,M,Finance & Admin Services,39,61,R,A,1.0,0.0,10.0,0.0,0.0
11693,Asian,F,Seattle City Light,29,33,R,A,1.0,1.0,1.0,0.0,0.0
11694,Asian,F,Human Services Department,39,39,R,A,1.0,1.0,7.0,0.0,0.0
11695,Asian,M,Seattle Dept of Transportation,30,64,R,A,1.0,0.0,4.0,0.0,0.0
